,name,wins,losses,draws,Height:,Weight:,Reach:,STANCE:,DOB:,SLpM:,Str. Acc.:,SApM:,Str. Def:,,TD Avg.:,TD Acc.:,TD Def.:,Sub. Avg.:
2517,Yui Chul Nam,18,8,1,"5' 9""",145 lbs.,--,Orthodox,"Jul 16, 1981",3.53,51%,2.00,48%,,1.33,16%,57%,0.3
2518,Daisuke Nakamura,28,1,-1,"5' 7""",154 lbs.,--,Orthodox,"Jun 10, 1980",0.94,30%,1.38,61%,,0.46,40%,30%,3.6
2519,Talita Nogueira,6,,-0,"5' 10""",145 lbs.,--,,"Oct 13, 1985",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
2520,Mats Nilsson,11,4,1,"6' 1""",170 lbs.,--,Orthodox,"Dec 05, 1983",2.99,39%,5.62,63%,,3.87,83%,44%,2.3
2521,Kazuhiro Nakamura,21,1,-0,"5' 11""",205 lbs.,"70""",Orthodox,"Jul 16, 1979",1.56,37%,1.83,59%,,1.73,36%,42%,0.6
2522,KJ Noons,13,9,0,"5' 10""",155 lbs.,"70""",Orthodox,"Dec 07, 1982",3.68,35%,3.78,65%,,0.08,20%,68%,0.0
2523,Geoff Neal,15,4,0,"5' 11""",170 lbs.,"75""",Southpaw,"Aug 28, 1990",5.27,51%,5.28,60%,,0.59,44%,85%,0.1
2524,Jan Nortje,2,,-0,"6' 1""",310 lbs.,--,Southpaw,"Apr 11, 1975",3.32,51%,4.50,32%,,0.00,0%,66%,2.9
2525,Chidi Njokuani,22,7,0,"6' 3""",185 lbs.,"80""",Orthodox,"Dec 31, 1988",3.76,73%,1.45,56%,,0.00,0%,76%,0.5
2526,Josh Neer,36,1,-1,"5' 11""",170 lbs.,"72""",Orthodox,"Mar 24, 1983",3.29,46%,3.63,58%,,1.09,34%,46%,1.3
2527,Rodrigo Nascimento,9,,-0,"6' 2""",246 lbs.,"80""",Orthodox,"Nov 26, 1992",5.46,57%,6.14,38%,,1.71,40%,100%,1.7
2528,Nina Nunes,11,7,0,"5' 5""",125 lbs.,"64""",Orthodox,"Dec 03, 1985",4.39,45%,3.47,55%,,0.24,33%,73%,0.5
2529,Reza Nasri,0,,-0,"5' 11""",205 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
2530,Katsuhiko Nagata,6,,-3,"5' 7""",154 lbs.,--,Southpaw,"Oct 31, 1973",1.05,19%,1.50,63%,,0.98,28%,28%,0.0
2531,Nick Nolte,5,,-0,"6' 0""",170 lbs.,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
2532,Rinya Nakamura,5,,-0,"5' 7""",135 lbs.,"68""",Southpaw,"Mar 23, 1995",6.18,58%,0.88,72%,,8.82,66%,0%,4.4
2533,Yoshihiro Nakao,9,,-0,"6' 0""",220 lbs.,--,Southpaw,"Jun 25, 1972",1.73,35%,2.06,64%,,2.69,46%,0%,0.5
2534,Yuji Nagata,0,,-0,"6' 0""",225 lbs.,--,Orthodox,"Apr 24, 1968",1.45,40%,14.46,4%,,0.00,0%,0%,0.0
2535,Dustin Neace,25,2,-1,"5' 9""",145 lbs.,--,,"Sep 12, 1986",2.08,32%,2.66,56%,,0.00,0%,0%,1.7
2536,Pedro Nobre,18,4,2,"5' 5""",135 lbs.,--,,"Feb 13, 1986",1.37,30%,9.16,35%,,0.00,0%,0%,0.0
2537,Sage Northcutt,11,2,0,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 01, 1996",3.58,52%,1.96,58%,,1.81,34%,41%,0.6
2538,Antonio Rodrigo Nogueira,34,1,-1,"6' 3""",240 lbs.,"77""",Orthodox,"Jun 02, 1976",1.95,42%,2.40,55%,,1.30,29%,36%,2.4
2539,Istela Nunes,6,,-0,"5' 4""",115 lbs.,"66""",Orthodox,"Jul 23, 1992",5.40,43%,4.01,61%,,0.00,0%,41%,0.0
2540,Scott Norton,7,,-0,"5' 10""",170 lbs.,--,Orthodox,"Mar 15, 1973",0.67,30%,0.34,60%,,2.52,25%,0%,0.0
2541,Lissette Neri,6,,-0,"5' 2""",145 lbs.,--,,"Aug 05, 1987",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
2542,Nick Newell,14,2,0,"5' 10""",155 lbs.,--,Southpaw,"Mar 17, 1986",3.53,46%,4.07,36%,,0.00,0%,33%,0.0
2543,Rin Nakai,19,2,1,"5' 1""",135 lbs.,--,Orthodox,"Oct 22, 1986",1.57,33%,3.90,60%,,3.00,18%,75%,0.5
2544,Antonio Braga Neto,9,,-0,"6' 3""",185 lbs.,"77""",Orthodox,"Oct 29, 1987",1.36,33%,3.92,45%,,3.07,37%,0%,0.5
2545,Emanuel Newton,26,1,-1,"6' 1""",205 lbs.,--,,"Jan 02, 1984",1.92,49%,1.35,51%,,2.02,100%,0%,0.0
2546,Gunnar Nelson,18,5,1,"5' 11""",170 lbs.,"72""",Switch,"Jul 28, 1988",1.83,60%,3.05,50%,,1.86,60%,66%,0.9
2547,Rachael Ostovich,4,,-0,"5' 3""",125 lbs.,"62""",Orthodox,"Feb 25, 1991",2.54,43%,3.97,57%,,2.03,83%,66%,0.8
2548,Koji Oishi,25,1,-10,"5' 8""",170 lbs.,--,Orthodox,"May 31, 1977",1.43,9%,17.86,43%,,0.00,0%,0%,0.0
2549,Masakatsu Okuda,8,,-0,--,--,--,,--,0.00,0%,4.27,34%,,0.00,0%,0%,4.3
2550,Casey O'Neill,9,,-0,"5' 6""",125 lbs.,"69""",Orthodox,"Oct 07, 1997",8.65,57%,4.68,57%,,2.59,44%,60%,1.0
2551,Charles Oliveira,33,8,0,"5' 10""",155 lbs.,"74""",Orthodox,"Oct 17, 1989",3.53,53%,3.18,52%,,2.46,40%,57%,2.9
2552,Volkan Oezdemir,18,6,0,"6' 2""",205 lbs.,"75""",Orthodox,"Sep 19, 1989",4.76,47%,3.99,56%,,0.40,23%,86%,0.0
2553,Michal Oleksiejczuk,17,5,0,"6' 0""",205 lbs.,"74""",Southpaw,"Feb 22, 1995",4.95,50%,4.19,64%,,0.70,42%,50%,0.0
2554,Rafaello Oliveira,17,8,0,"5' 8""",155 lbs.,"71""",Orthodox,"Jan 26, 1982",2.19,33%,3.38,59%,,2.49,36%,11%,1.6
2555,Bruno Oliveira,8,,-0,"6' 4""",205 lbs.,"80""",Orthodox,"May 02, 1984",3.44,33%,4.92,54%,,0.00,0%,0%,0.0
2556,Artur Oumakhanov,9,,-0,"5' 7""",154 lbs.,--,Orthodox,"Feb 27, 1979",1.20,33%,1.67,82%,,3.00,75%,33%,0.0
2557,Jake O'Brien,15,4,0,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 25, 1984",1.31,31%,1.92,69%,,6.39,54%,25%,0.2
2558,Valentijn Overeem,30,3,-0,"6' 3""",230 lbs.,--,Orthodox,"Aug 17, 1976",0.93,34%,1.49,58%,,1.86,50%,0%,4.7
2559,Christian Ocon,2,,-0,"5' 8""",135 lbs.,"69""",Orthodox,"Feb 05, 1996",1.73,53%,5.27,34%,,0.00,0%,63%,0.0
2560,Tito Ortiz,19,1,-1,"6' 3""",205 lbs.,"74""",Orthodox,"Jan 23, 1975",2.59,46%,2.88,60%,,2.47,35%,54%,0.6
2561,Charlie Ontiveros,11,9,0,"6' 2""",155 lbs.,"74""",Switch,"Jul 04, 1991",1.89,41%,5.86,31%,,0.00,0%,30%,0.0
2562,Takayuki Okada,3,,-2,"6' 1""",290 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
2563,Wendell Oliveira Marques,29,1,-0,"5' 10""",170 lbs.,--,Orthodox,"Jun 01, 1983",3.77,47%,4.40,47%,,0.00,0%,100%,0.0
2564,Kazuki Okubo,7,,-0,"5' 11""",175 lbs.,--,Orthodox,--,1.53,38%,1.97,46%,,0.51,25%,36%,2.0
2565,Jeremiah O'Neal,13,2,-0,"5' 8""",260 lbs.,--,,"Oct 25, 1977",1.15,40%,7.50,23%,,0.00,0%,0%,0.0
2566,Maria Oliveira,13,5,0,"5' 6""",115 lbs.,"69""",Orthodox,"Dec 12, 1996",5.14,34%,6.11,45%,,0.91,50%,46%,0.0
2567,Pedro Otavio,19,8,0,"6' 3""",245 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
2568,Sean O'Haire,4,,-0,"6' 5""",270 lbs.,--,Orthodox,"Feb 25, 1971",8.28,57%,22.76,21%,,0.00,0%,0%,0.0
2569,Daniel Omielanczuk,19,8,1,"6' 0""",247 lbs.,"74""",Southpaw,"Aug 31, 1982",3.09,57%,3.29,47%,,0.56,26%,68%,0.1
2570,Shungo Oyama,14,1,-0,"5' 11""",185 lbs.,--,Southpaw,"Apr 11, 1974",0.64,25%,1.96,57%,,1.07,57%,62%,0.5
2571,Zak Ottow,17,7,0,"5' 11""",170 lbs.,"72""",Orthodox,"Dec 22, 1986",2.63,36%,2.73,58%,,0.97,29%,57%,0.4
2572,Brendan O'Reilly,6,,-0,"5' 7""",170 lbs.,"69""",Orthodox,"Jun 24, 1987",1.90,47%,2.77,39%,,2.22,43%,36%,0.6
2573,Naoya Ogawa,7,,-0,"6' 4""",255 lbs.,--,Orthodox,"Mar 31, 1968",2.41,42%,1.66,47%,,1.25,100%,66%,1.2
2574,Craig Oxley,0,,-0,"5' 9""",155 lbs.,--,,"Feb 14, 1973",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
2575,Chuck O'Neil,17,9,0,"6' 2""",170 lbs.,--,,"Sep 22, 1985",3.13,37%,4.40,72%,,0.00,0%,0%,0.0
2576,Alex Oliveira,22,1,-1,"5' 11""",170 lbs.,"76""",Orthodox,"Feb 21, 1988",2.99,51%,2.55,46%,,2.35,38%,63%,0.6
2577,Cameron Olson,7,,-0,"6' 1""",205 lbs.,"75""",Orthodox,"Nov 22, 1989",3.13,47%,2.20,57%,,3.00,42%,100%,1.0
2578,Nick Osipczak,6,,-0,"6' 2""",170 lbs.,"76""",Orthodox,"Dec 30, 1984",2.83,50%,3.77,50%,,1.20,45%,71%,1.0
2579,Ho Taek Oh,7,,-1,--,155 lbs.,--,,"Jul 20, 1993",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
2580,Gadzhi Omargadzhiev,13,1,0,"6' 1""",185 lbs.,"71""",Switch,"Feb 24, 1993",1.21,41%,1.81,38%,,1.64,66%,0%,0.8
2581,Dan O'Connor,6,,-0,"5' 4""",115 lbs.,--,,"Nov 17, 1982",4.00,56%,5.10,54%,,0.00,0%,100%,0.0
2582,Michiyoshi Ohara,0,,-0,"5' 10""",205 lbs.,--,Orthodox,--,0.28,29%,3.13,48%,,0.00,0%,33%,0.0
2583,Sam Oropeza,13,3,0,"6' 2""",170 lbs.,--,,--,7.68,56%,1.44,70%,,3.60,33%,100%,0.0
2584,Takafumi Otsuka,22,1,-2,"5' 6""",139 lbs.,--,Orthodox,--,1.29,27%,2.12,67%,,1.64,27%,65%,0.0
2585,Ode Osbourne,11,5,0,"5' 7""",125 lbs.,"73""",Southpaw,"Jan 09, 1992",4.84,43%,4.93,43%,,0.95,25%,66%,0.5
2586,Nobuhiro Obiya,12,5,1,"5' 8""",145 lbs.,--,Orthodox,"Jan 15, 1981",0.63,28%,2.53,55%,,0.50,50%,41%,0.5
2587,Takahiro Oba,5,,-1,"5' 8""",200 lbs.,--,Southpaw,--,0.23,25%,1.82,69%,,0.00,0%,0%,0.0
2588,Saimon Oliveira,18,4,0,"5' 4""",135 lbs.,"72""",Orthodox,"Apr 21, 1991",2.73,44%,3.10,54%,,1.50,42%,31%,2.0
2589,Casey Olson,14,5,0,"5' 7""",145 lbs.,--,Orthodox,--,2.48,60%,0.00,100%,,3.54,57%,100%,1.8
2590,Alexander Otsuka,5,,3-0,"6' 1""",205 lbs.,--,Orthodox,"Jul 17, 1971",0.90,55%,1.16,51%,,1.51,43%,53%,0.8
2591,Sidney Outlaw,8,,-0,"5' 8""",170 lbs.,"74""",Orthodox,"Apr 11, 1992",0.13,33%,0.80,71%,,3.00,75%,0%,3.0
2592,Chibwikem Onyenegecha,5,,-0,"6' 3""",185 lbs.,--,Orthodox,"Apr 18, 1994",5.60,55%,3.40,52%,,0.00,0%,100%,0.0
2593,Dennis Olson,14,1,-0,"6' 0""",170 lbs.,--,,--,1.02,42%,5.27,38%,,2.77,40%,0%,0.0
2594,Kenji Osawa,20,1,-2,"5' 7""",135 lbs.,"66""",Orthodox,"Nov 04, 1976",2.34,35%,2.14,63%,,0.91,58%,68%,0.7
2595,Felipe Olivieri,14,5,0,"5' 9""",155 lbs.,--,Orthodox,"Apr 12, 1985",6.68,58%,4.60,57%,,0.00,0%,71%,0.0
2596,Aleksei Oleinik,60,1,-1,"6' 2""",240 lbs.,"80""",Orthodox,"Jun 20, 1977",3.50,49%,3.99,45%,,2.09,46%,33%,2.2
2597,Jorge Ortiz,18,9,1,"6' 0""",185 lbs.,--,Orthodox,--,3.53,58%,2.80,73%,,0.00,0%,0%,0.0
2598,Michihiro Omigawa,17,1,-1,"5' 6""",145 lbs.,"68""",Orthodox,"Dec 19, 1975",2.01,39%,3.06,64%,,1.19,36%,49%,1.5
2599,JJ Okanovich,7,,-0,"5' 11""",155 lbs.,"76""",Orthodox,"Nov 04, 1990",6.93,55%,5.27,50%,,0.00,0%,100%,0.0
2600,Ednaldo Oliveira,17,3,1,"6' 5""",205 lbs.,--,Orthodox,"Feb 19, 1984",1.03,22%,1.80,52%,,0.00,0%,42%,0.0
2601,Yushin Okami,34,1,-0,"6' 2""",170 lbs.,"75""",Southpaw,"Jul 21, 1981",2.06,38%,2.25,60%,,1.98,39%,84%,0.5
2602,Alistair Overeem,47,1,-0,"6' 4""",265 lbs.,"80""",Orthodox,"May 17, 1980",3.67,64%,2.44,57%,,1.42,55%,73%,0.8
2603,Sean O'Malley,15,1,0,"5' 11""",135 lbs.,"72""",Switch,"Oct 24, 1994",7.75,62%,3.48,64%,,0.54,50%,64%,0.5
2604,Andy Ogle,9,,-0,"5' 8""",145 lbs.,"69""",Orthodox,"Feb 16, 1989",2.24,44%,2.23,50%,,1.44,26%,58%,0.0
2605,Jorge Oliveira,5,,-1,"6' 1""",205 lbs.,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
2606,Sean O'Connell,17,9,0,"6' 1""",205 lbs.,"74""",Orthodox,"Sep 02, 1983",5.46,48%,6.77,45%,,0.00,0%,30%,0.5
2607,Trey Ogden,15,5,0,"5' 11""",155 lbs.,"72""",Orthodox,"Nov 14, 1989",2.73,45%,4.60,34%,,1.00,25%,100%,2.0
2608,TJ O'Brien,20,8,0,"6' 2""",155 lbs.,--,Orthodox,"Jan 01, 1987",3.77,46%,4.78,57%,,0.94,100%,0%,0.0
2609,Nissen Osterneck,12,4,0,"6' 2""",185 lbs.,--,Orthodox,"May 01, 1981",3.15,58%,2.90,41%,,0.63,12%,42%,1.3
2610,Brian Ortega,15,3,0,"5' 8""",145 lbs.,"69""",Switch,"Feb 21, 1991",4.19,38%,6.66,49%,,0.95,23%,56%,1.2
2611,Shana Olsen,5,,-0,"5' 7""",145 lbs.,--,,"Dec 17, 1980",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
2612,Alptekin Ozkilic,9,,-0,"5' 5""",125 lbs.,"65""",Orthodox,"Mar 27, 1986",3.81,32%,5.72,59%,,4.21,58%,75%,0.0
2613,Andy Ologun,3,,-0,"6' 0""",154 lbs.,--,Orthodox,"Jun 12, 1983",2.36,57%,0.32,85%,,0.68,100%,80%,0.0
2614,Alan Omer,20,5,0,"5' 10""",145 lbs.,--,Orthodox,"Sep 14, 1988",3.49,55%,2.21,64%,,1.69,42%,66%,0.0
2615,Richard Odoms,13,3,0,"6' 5""",265 lbs.,--,Orthodox,"May 08, 1975",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
2616,Dustin Ortiz,19,8,0,"5' 5""",125 lbs.,"65""",Orthodox,"Dec 25, 1988",2.94,44%,2.17,56%,,3.01,36%,52%,0.1
2617,Kurt Osiander,4,,-0,--,185 lbs.,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
2618,David Onama,10,2,0,"5' 11""",145 lbs.,"74""",Orthodox,"Jun 07, 1994",5.30,45%,5.75,51%,,1.06,20%,45%,0.3
2619,Jiri Prochazka,29,3,1,"6' 3""",205 lbs.,"80""",Orthodox,"Oct 14, 1992",5.77,55%,5.40,40%,,0.38,100%,68%,0.4
2620,Gary Padilla,12,6,0,"5' 11""",205 lbs.,--,,"May 04, 1980",2.20,27%,2.00,76%,,0.00,0%,50%,0.0
2621,Jay Perrin,10,6,0,"5' 7""",135 lbs.,"67""",Switch,"Jun 15, 1993",3.84,46%,4.07,44%,,3.00,52%,64%,0.0
2622,Dustin Poirier,28,7,0,"5' 9""",155 lbs.,"72""",Southpaw,"Jan 19, 1989",5.61,50%,4.28,53%,,1.44,36%,64%,1.2
2623,Constantinos Philippou,13,5,0,"5' 11""",185 lbs.,"73""",Orthodox,"Nov 29, 1979",2.19,35%,2.73,54%,,0.40,42%,65%,0.3
2624,Chris Price,19,4,0,"6' 2""",185 lbs.,--,Southpaw,"Nov 09, 1982",1.44,66%,2.59,48%,,0.00,0%,33%,2.2
2625,Devin Powell,9,,-0,"6' 0""",155 lbs.,"73""",Orthodox,"Mar 01, 1988",2.88,41%,3.67,51%,,0.00,0%,0%,0.6
2626,Justin Pennington,3,,-0,"5' 4""",--,--,,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
2627,Ailin Perez,7,,-0,"5' 5""",145 lbs.,"66""",Switch,"Oct 05, 1994",1.62,47%,1.52,31%,,1.52,33%,71%,0.0
2628,Wayne Phillips,7,,-0,--,185 lbs.,--,,"Jun 17, 1983",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
2629,Trevor Peek,6,,-0,"5' 9""",155 lbs.,--,Switch,"Jan 09, 1995",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
2630,Sean Pierson,14,6,0,"6' 0""",170 lbs.,"76""",Southpaw,"Mar 10, 1976",3.84,39%,3.73,64%,,0.39,18%,66%,0.4
2631,Mick Parkin,6,,-0,"6' 4""",265 lbs.,"79""",Orthodox,"Oct 02, 1995",3.59,53%,8.21,30%,,15.38,100%,0%,7.7
2632,Joe Pearson,45,3,-1,"5' 10""",145 lbs.,--,Orthodox,"Mar 28, 1978",0.59,18%,3.51,33%,,0.00,0%,0%,4.4
2633,Norman Parke,23,6,1,"5' 11""",155 lbs.,"70""",Southpaw,"Dec 22, 1986",3.06,35%,2.88,64%,,1.98,26%,77%,0.0
2634,Josh Pulsifer,17,8,0,"5' 10""",145 lbs.,--,,"Mar 16, 1983",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
2635,Larissa Pacheco,10,2,0,"5' 7""",135 lbs.,--,Orthodox,"Sep 07, 1994",1.21,19%,4.14,55%,,0.00,0%,0%,0.0
2636,Carlo Pedersoli Jr.,11,3,0,"5' 11""",170 lbs.,"75""",Southpaw,"Jun 08, 1993",4.17,37%,4.12,61%,,2.91,44%,0%,0.0
2637,Oskar Piechota,11,3,1,"6' 0""",185 lbs.,"76""",Southpaw,"Jan 24, 1990",3.30,52%,3.93,51%,,0.61,40%,38%,1.5
2638,Josh Paiva,8,,-0,"5' 6""",125 lbs.,--,,"Apr 05, 1991",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
2639,Viktor Pesta,10,4,0,"6' 3""",240 lbs.,"77""",Orthodox,"Jul 15, 1990",1.58,36%,2.54,56%,,3.29,28%,100%,0.0
2640,Mike Pierce,17,7,0,"5' 8""",170 lbs.,"71""",Orthodox,"Sep 01, 1980",2.62,42%,2.36,62%,,3.08,42%,71%,0.2
2641,Jesus Pinedo,16,5,1,"5' 10""",155 lbs.,--,Southpaw,"Jun 22, 1996",3.23,38%,4.37,52%,,2.50,100%,100%,0.0
2642,Ihor Potieria,19,3,0,"6' 3""",205 lbs.,"75""",Southpaw,"May 29, 1996",4.58,58%,5.89,42%,,0.00,0%,33%,0.0
2643,Luis Pena,9,,-0,"6' 3""",155 lbs.,"75""",Southpaw,"Jul 05, 1993",3.66,46%,3.12,51%,,1.17,33%,48%,1.2
2644,Junyong Park,14,5,0,"5' 10""",185 lbs.,"73""",Orthodox,"Feb 27, 1991",5.14,50%,3.93,53%,,2.12,55%,70%,0.4
2645,Jonny Parsons,8,,-0,"5' 9""",170 lbs.,"69""",Orthodox,"Sep 06, 1991",3.53,38%,5.20,55%,,0.00,0%,50%,0.0
2646,Cole Province,6,,-0,"5' 9""",145 lbs.,"68""",Orthodox,"Jan 17, 1981",1.47,44%,2.72,43%,,2.40,50%,83%,1.0
2647,Markus Perez,12,5,0,"6' 1""",185 lbs.,"73""",Orthodox,"Jun 22, 1988",2.60,47%,3.72,52%,,0.81,25%,77%,1.0
2648,Justin Patterson,9,,-0,"5' 10""",170 lbs.,--,,"Dec 07, 1985",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
2649,Roland Payne,0,,-0,"5' 9""",205 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,,0.00,0%,0%,0.0
2650,Felipe Portela,9,,-0,--,170 lbs.,--,,"Nov 23, 1987",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
2651,Hugh Pulley,6,,-0,"6' 0""",155 lbs.,--,,--,4.47,63%,3.27,57%,,4.00,66%,69%,0.0
2652,Pingyuan Liu,13,7,0,"5' 6""",135 lbs.,"72""",Orthodox,"Feb 13, 1993",2.36,33%,2.99,54%,,0.25,20%,56%,1.0
2653,Fredson Paixao,10,5,0,"5' 6""",145 lbs.,"66""",Orthodox,"May 13, 1979",1.71,54%,2.31,62%,,0.62,11%,10%,2.2
2654,Julianna Pena,12,5,0,"5' 6""",135 lbs.,"69""",Orthodox,"Aug 19, 1989",3.16,47%,2.30,50%,,1.94,55%,23%,0.8
2655,Karo Parisyan,24,1,-0,"5' 10""",170 lbs.,"72""",Orthodox,"Aug 28, 1982",2.49,41%,2.19,58%,,5.27,59%,59%,1.0
2656,Drew Pendleton,5,,-0,--,145 lbs.,--,,"Dec 08, 1983",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
2657,Aaron Phillips,12,4,0,"5' 9""",135 lbs.,"71""",Southpaw,"Aug 05, 1989",1.65,56%,3.44,39%,,0.00,0%,44%,0.4
2658,Daniel Pineda,27,1,-0,"5' 7""",145 lbs.,"69""",Orthodox,"Aug 06, 1985",3.35,48%,2.97,45%,,1.42,22%,42%,1.6
2659,Armen Petrosyan,7,,-0,"6' 3""",185 lbs.,"71""",Orthodox,"Nov 02, 1990",5.17,54%,2.26,53%,,0.00,0%,30%,0.0
2660,Raquel Pa'aluhi,6,,-0,"5' 7""",135 lbs.,--,,--,1.71,56%,3.42,46%,,0.00,0%,18%,0.0
2661,Filip Pejic,12,2,2,"5' 8""",135 lbs.,--,Orthodox,"Jul 21, 1992",0.00,0%,0.88,33%,,0.00,0%,0%,0.0
2662,Mike Polchlopek,1,,-0,"6' 4""",285 lbs.,--,Orthodox,"Dec 27, 1965",2.00,38%,1.33,57%,,0.00,0%,0%,0.0
2663,Lucie Pudilova,14,7,0,"5' 8""",135 lbs.,"67""",Orthodox,"Jun 13, 1994",4.17,37%,3.98,52%,,0.43,27%,61%,0.7
2664,Ramona Pascual,6,,-0,"5' 7""",145 lbs.,"66""",Southpaw,"Sep 23, 1988",3.83,55%,8.73,46%,,2.00,19%,100%,0.0
2665,Raphael Pessoa,10,2,0,"6' 3""",262 lbs.,"78""",Orthodox,"Mar 09, 1989",2.16,26%,3.43,42%,,0.00,0%,100%,0.0
2666,Bart Palaszewski,36,1,-0,"5' 9""",145 lbs.,"70""",Orthodox,"May 30, 1983",2.67,32%,3.97,57%,,0.65,31%,53%,0.5
2667,Jens Pulver,27,1,-1,"5' 7""",145 lbs.,"70""",Southpaw,"Dec 06, 1974",2.12,37%,3.13,56%,,0.22,33%,63%,0.3
2668,Daniel Pereira,9,,-0,"5' 10""",185 lbs.,--,,"Dec 13, 1990",0.00,0%,0.00,0%,,0.00,0%,0%,0.0
2669,Brent Primus,8,,-0,"5' 10""",155 lbs.,--,,"Apr 12, 1985",1.73,39%,2.27,59%,,5.00,38%,0%,2.0
2670,Tyson Pedro,9,,-0,"6' 3""",205 lbs.,"79""",Orthodox,"Sep 17, 1991",2.95,64%,2.35,51%,,0.64,25%,52%,1.3
2671,Rolando Perez,7,,-2,"5' 8""",135 lbs.,--,Orthodox,--,4.23,36%,4.83,63%,,0.00,0%,100%,0.0
2672,Anthony Perosh,15,1,-0,"6' 3""",205 lbs.,"75""",Orthodox,"Oct 05, 1972",2.27,43%,3.77,53%,,2.03,22%,33%,1.1
2673,Domingo Pilarte,8,,-0,"6' 0""",135 lbs.,"73""",Southpaw,"Jan 05, 1990",1.31,47%,2.96,40%,,1.20,42%,54%,0.8
2674,Ross Pearson,20,1,-0,"5' 8""",155 lbs.,"69""",Orthodox,"Sep 26, 1984",3.68,40%,4.09,62%,,0.74,35%,75%,0.0
2675,Carlo Prater,31,1,-1,"5' 11""",155 lbs.,"72""",Switch,"Jun 25, 1981",2.03,47%,4.07,35%,,0.43,9%,57%,1.7
2676,Shane Primm,5,,-0,"6' 3""",205 lbs.,--,Orthodox,"Jul 30, 1984",0.83,26%,2.25,62%,,1.78,20%,0%,0.0
2677,Igor Pokrajac,28,1,-0,"6' 0""",205 lbs.,"74""",Orthodox,"Jan 02, 1979",2.25,45%,4.26,40%,,0.87,29%,51%,0.2
2678,Brandon Polcare,1,,-0,--,125 lbs.,--,,--,0.43,50%,0.00,0%,,0.00,0%,0%,0.0
2679,Dustin Pague,12,1,-0,"5' 9""",135 lbs.,"74""",Orthodox,"Aug 05, 1987",1.65,53%,2.96,41%,,1.03,44%,55%,2.6
2680,Bryan Pardoe,13,1,-0,"6' 1""",205 lbs.,--,Orthodox,--,1.11,36%,4.59,45%,,4.75,40%,33%,0.0
2681,Claude Patrick,14,2,0,"5' 11""",170 lbs.,"75""",Orthodox,"Jun 14, 1980",1.80,55%,0.89,69%,,2.32,53%,84%,1.7
2682,Alexander Poppeck,9,,-0,"6' 2""",205 lbs.,--,Orthodox,"Apr 06, 1992",4.01,57%,9.81,33%,,0.00,0%,0%,0.0
2683,Zac Pauga,6,,-0,"6' 2""",225 lbs.,"76""",Orthodox,"Feb 25, 1988",5.71,64%,2.14,70%,,0.00,0%,100%,0.0
2684,Hernani Perpetuo,18,5,0,"6' 0""",170 lbs.,--,Orthodox,"May 24, 1985",2.73,29%,4.37,55%,,0.00,0%,37%,0.5
2685,Cody Pfister,13,6,1,"5' 10""",155 lbs.,"73""",Orthodox,"Jul 12, 1990",1.41,25%,2.80,51%,,2.82,30%,0%,0.0
2686,Michel Pereira,28,1,-0,"6' 1""",170 lbs.,"73""",Orthodox,"Oct 06, 1993",5.09,54%,3.78,58%,,1.58,55%,94%,0.6
2687,Cory Peterson,2,,-0,"6' 11""",400 lbs.,--,Orthodox,--,2.17,60%,6.51,40%,,0.00,0%,0%,0.0
2688,Andre Petroski,8,,-0,"6' 0""",185 lbs.,"73""",Switch,"Jun 12, 1991",4.07,61%,2.05,53%,,4.10,47%,100%,4.1
2689,Soa Palelei,22,5,0,"6' 4""",265 lbs.,"81""",Orthodox,"Jul 12, 1977",2.47,57%,2.68,48%,,2.20,47%,66%,0.0
2690,Kyler Phillips,10,2,0,"5' 8""",135 lbs.,"72""",Orthodox,"Jun 12, 1995",5.50,49%,3.43,61%,,3.32,50%,69%,0.7
2691,Julio Paulino,23,5,0,"6' 0""",170 lbs.,--,Orthodox,"Dec 04, 1975",0.97,27%,1.87,48%,,0.00,0%,37%,0.5
2692,Dylan Potter,10,6,0,"6' 2""",225 lbs.,"77""",Switch,"Jan 14, 1995",3.10,48%,5.78,46%,,0.00,0%,33%,1.1
